efta_number,filename,url,first_seen,last_verified
02205655,EFTA02205655.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02205655.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02205827,EFTA02205827.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02205827.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02209622,EFTA02209622.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02209622.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02209722,EFTA02209722.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02209722.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212883,EFTA02212883.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212883.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212885,EFTA02212885.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212885.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212889,EFTA02212889.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212889.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212890,EFTA02212890.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212890.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212891,EFTA02212891.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212891.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212892,EFTA02212892.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212892.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212893,EFTA02212893.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212893.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212894,EFTA02212894.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212894.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212896,EFTA02212896.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212896.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212897,EFTA02212897.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212897.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212899,EFTA02212899.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212899.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212900,EFTA02212900.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212900.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212901,EFTA02212901.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212901.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212902,EFTA02212902.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212902.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212904,EFTA02212904.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212904.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212905,EFTA02212905.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212905.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212906,EFTA02212906.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212906.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212907,EFTA02212907.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212907.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212908,EFTA02212908.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212908.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212919,EFTA02212919.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212919.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212920,EFTA02212920.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212920.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212921,EFTA02212921.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212921.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212922,EFTA02212922.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212922.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212924,EFTA02212924.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212924.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212925,EFTA02212925.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212925.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212928,EFTA02212928.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212928.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212929,EFTA02212929.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212929.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212932,EFTA02212932.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212932.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212936,EFTA02212936.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212936.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212937,EFTA02212937.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212937.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212940,EFTA02212940.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212940.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212946,EFTA02212946.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212946.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212949,EFTA02212949.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212949.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212953,EFTA02212953.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212953.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212956,EFTA02212956.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212956.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212957,EFTA02212957.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212957.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212958,EFTA02212958.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212958.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212959,EFTA02212959.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212959.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212960,EFTA02212960.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212960.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212961,EFTA02212961.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212961.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212962,EFTA02212962.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212962.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212963,EFTA02212963.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212963.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212964,EFTA02212964.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212964.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212965,EFTA02212965.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212965.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212966,EFTA02212966.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212966.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
02212968,EFTA02212968.pdf,https://www.justice.gov/epstein/files/DataSet%2011/EFTA02212968.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
