efta_number,filename,url,first_seen,last_verified
00005705,EFTA00005705.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005705.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005707,EFTA00005707.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005707.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005711,EFTA00005711.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005711.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005714,EFTA00005714.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005714.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005716,EFTA00005716.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005716.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005717,EFTA00005717.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005717.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005718,EFTA00005718.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005718.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005731,EFTA00005731.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005731.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005740,EFTA00005740.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005740.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005763,EFTA00005763.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005763.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005774,EFTA00005774.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005774.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005783,EFTA00005783.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005783.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005818,EFTA00005818.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005818.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005832,EFTA00005832.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005832.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005848,EFTA00005848.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005848.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005855,EFTA00005855.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005855.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005878,EFTA00005878.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005878.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005899,EFTA00005899.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005899.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005910,EFTA00005910.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005910.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
00005924,EFTA00005924.pdf,https://www.justice.gov/epstein/files/DataSet%204/EFTA00005924.pdf,2026-02-15T07:24:54Z,2026-02-19T07:04:17Z
