efta_number,filename,url,first_seen,last_verified
01262782,EFTA01262782.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262782.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262784,EFTA01262784.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262784.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262791,EFTA01262791.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262791.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262798,EFTA01262798.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262798.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262805,EFTA01262805.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262805.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262829,EFTA01262829.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262829.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262863,EFTA01262863.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262863.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262891,EFTA01262891.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262891.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262895,EFTA01262895.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262895.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262900,EFTA01262900.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262900.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262956,EFTA01262956.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262956.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262960,EFTA01262960.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262960.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01262965,EFTA01262965.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01262965.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263024,EFTA01263024.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263024.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263085,EFTA01263085.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263085.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263089,EFTA01263089.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263089.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263093,EFTA01263093.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263093.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263102,EFTA01263102.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263102.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263112,EFTA01263112.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263112.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263117,EFTA01263117.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263117.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263124,EFTA01263124.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263124.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
01263145,EFTA01263145.pdf,https://www.justice.gov/epstein/files/DataSet%2010/EFTA01263145.pdf,2026-02-15T07:24:54Z,2026-02-15T07:25:35Z
