efta_number,filename,url,first_seen,last_verified
00009676,EFTA00009676.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009676.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009713,EFTA00009713.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009713.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009747,EFTA00009747.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009747.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009767,EFTA00009767.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009767.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009775,EFTA00009775.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009775.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009781,EFTA00009781.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009781.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009786,EFTA00009786.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009786.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009791,EFTA00009791.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009791.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009794,EFTA00009794.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009794.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009796,EFTA00009796.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009796.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009798,EFTA00009798.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009798.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009800,EFTA00009800.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009800.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009802,EFTA00009802.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009802.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009807,EFTA00009807.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009807.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009808,EFTA00009808.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009808.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009809,EFTA00009809.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009809.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
00009823,EFTA00009823.pdf,https://www.justice.gov/epstein/files/DataSet%208/EFTA00009823.pdf,2026-02-15T07:24:54Z,2026-02-21T06:48:37Z
